<class '__main__.ConfigModel'>
----------------------
id,name,timestamp,value,host,tag,uuid,index,DeviceID,Caption
"55b308326f829d1b18a9cdea","net_pkts_out_cur","2015-07-25 11:53:22","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308326f829d1b18a9cdeb","net_pkts_out_cur","2015-07-25 11:53:22","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308356f829d1b18a9cded","cpu_LoadPercentage","2015-07-25 11:53:25","2.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b308356f829d1b18a9cdee","cpu_CurrentClockSpeed","2015-07-25 11:53:25","759.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b308356f829d1b18a9cdef","mem_Free","2015-07-25 11:53:25","5549.17578125","viktor-laptop","Physical Memory 0","30f9eda56de6","","",""
"55b308356f829d1b18a9cdf0","disk_FreeSpace","2015-07-25 11:53:25","56.42","viktor-laptop","","30f9eda56de6","C:","0",""
"55b308356f829d1b18a9cdf1","disk_FreeSpace","2015-07-25 11:53:25","84.24","viktor-laptop","","30f9eda56de6","E:","1",""
"55b308356f829d1b18a9cdf2","disk_FreeSpace","2015-07-25 11:53:25","50.05","viktor-laptop","","30f9eda56de6","F:","2",""
"55b308356f829d1b18a9cdf3","disk_FreeSpace","2015-07-25 11:53:25","56.89","viktor-laptop","","30f9eda56de6","G:","3",""
"55b308356f829d1b18a9cdf4","disk_Used","2015-07-25 11:53:25","85.82","viktor-laptop","","30f9eda56de6","C:","0",""
"55b308356f829d1b18a9cdf5","disk_Used","2015-07-25 11:53:25","15.76","viktor-laptop","","30f9eda56de6","E:","1",""
"55b308356f829d1b18a9cdf6","disk_Used","2015-07-25 11:53:25","89.95","viktor-laptop","","30f9eda56de6","F:","2",""
"55b308356f829d1b18a9cdf7","disk_Used","2015-07-25 11:53:25","3.66","viktor-laptop","","30f9eda56de6","G:","3",""
"55b308356f829d1b18a9cdf8","disk_io_stat_read","2015-07-25 11:53:25","0.0","viktor-laptop","","30f9eda56de6","","","_Total"
"55b308356f829d1b18a9cdf9","disk_io_stat_read","2015-07-25 11:53:25","0.0","viktor-laptop","","30f9eda56de6","","","C:"
"55b308366f829d1b18a9cdfa","disk_io_stat_read","2015-07-25 11:53:25","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b308366f829d1b18a9cdfb","disk_io_stat_read","2015-07-25 11:53:25","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b308366f829d1b18a9cdfc","disk_io_stat_read","2015-07-25 11:53:25","0.0","viktor-laptop","","30f9eda56de6","","","G:"
"55b308366f829d1b18a9cdfd","disk_io_stat_read","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b308366f829d1b18a9cdfe","disk_io_stat_read","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b308366f829d1b18a9cdff","disk_io_stat_write","2015-07-25 11:53:26","63.8544921875","viktor-laptop","","30f9eda56de6","","","_Total"
"55b308366f829d1b18a9ce00","disk_io_stat_write","2015-07-25 11:53:26","31.9267578125","viktor-laptop","","30f9eda56de6","","","C:"
"55b308366f829d1b18a9ce01","disk_io_stat_write","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b308366f829d1b18a9ce02","disk_io_stat_write","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b308366f829d1b18a9ce03","disk_io_stat_write","2015-07-25 11:53:26","31.9267578125","viktor-laptop","","30f9eda56de6","","","G:"
"55b308366f829d1b18a9ce04","disk_io_stat_write","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b308366f829d1b18a9ce05","disk_io_stat_write","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b308366f829d1b18a9ce06","net_bytes_in","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce07","net_bytes_in","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce08","net_bytes_in","2015-07-25 11:53:26","1.07471634372","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce09","net_bytes_in","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce0a","net_bytes_in","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308366f829d1b18a9ce0b","net_bytes_out","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce0c","net_bytes_out","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce0d","net_bytes_out","2015-07-25 11:53:26","1.27554717563","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce0e","net_bytes_out","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce0f","net_bytes_out","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308366f829d1b18a9ce10","net_bytes_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce11","net_bytes_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce12","net_bytes_in_cur","2015-07-25 11:53:26","1406298.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce13","net_bytes_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce14","net_bytes_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308366f829d1b18a9ce15","net_bytes_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce16","net_bytes_out_cur","2015-07-25 11:53:26","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce17","net_bytes_out_cur","2015-07-25 11:53:26","509180.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce18","net_bytes_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce19","net_bytes_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308366f829d1b18a9ce1a","net_pkts_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce1b","net_pkts_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce1c","net_pkts_in_cur","2015-07-25 11:53:26","2428.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce1d","net_pkts_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce1e","net_pkts_in_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308366f829d1b18a9ce1f","net_pkts_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308366f829d1b18a9ce20","net_pkts_out_cur","2015-07-25 11:53:26","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308366f829d1b18a9ce21","net_pkts_out_cur","2015-07-25 11:53:26","4643.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308366f829d1b18a9ce22","net_pkts_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308366f829d1b18a9ce23","net_pkts_out_cur","2015-07-25 11:53:26","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308376f829d1b18a9ce24","cpu_LoadPercentage","2015-07-25 11:53:27","2.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b308376f829d1b18a9ce25","cpu_CurrentClockSpeed","2015-07-25 11:53:27","759.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b308376f829d1b18a9ce26","mem_Free","2015-07-25 11:53:27","5552.27734375","viktor-laptop","Physical Memory 0","30f9eda56de6","","",""
"55b308376f829d1b18a9ce27","disk_FreeSpace","2015-07-25 11:53:27","56.42","viktor-laptop","","30f9eda56de6","C:","0",""
"55b308376f829d1b18a9ce28","disk_FreeSpace","2015-07-25 11:53:27","84.24","viktor-laptop","","30f9eda56de6","E:","1",""
"55b308376f829d1b18a9ce29","disk_FreeSpace","2015-07-25 11:53:27","50.05","viktor-laptop","","30f9eda56de6","F:","2",""
"55b308376f829d1b18a9ce2a","disk_FreeSpace","2015-07-25 11:53:27","56.89","viktor-laptop","","30f9eda56de6","G:","3",""
"55b308376f829d1b18a9ce2b","disk_Used","2015-07-25 11:53:27","85.82","viktor-laptop","","30f9eda56de6","C:","0",""
"55b308376f829d1b18a9ce2c","disk_Used","2015-07-25 11:53:27","15.76","viktor-laptop","","30f9eda56de6","E:","1",""
"55b308376f829d1b18a9ce2d","disk_Used","2015-07-25 11:53:27","89.95","viktor-laptop","","30f9eda56de6","F:","2",""
"55b308376f829d1b18a9ce2e","disk_Used","2015-07-25 11:53:27","3.66","viktor-laptop","","30f9eda56de6","G:","3",""
"55b308386f829d1b18a9ce2f","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","_Total"
"55b308386f829d1b18a9ce30","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","C:"
"55b308386f829d1b18a9ce31","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b308386f829d1b18a9ce32","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b308386f829d1b18a9ce33","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","G:"
"55b308386f829d1b18a9ce34","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b308386f829d1b18a9ce35","disk_io_stat_read","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b308386f829d1b18a9ce36","disk_io_stat_write","2015-07-25 11:53:28","31.8115234375","viktor-laptop","","30f9eda56de6","","","_Total"
"55b308386f829d1b18a9ce37","disk_io_stat_write","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","C:"
"55b308386f829d1b18a9ce38","disk_io_stat_write","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b308386f829d1b18a9ce39","disk_io_stat_write","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b308386f829d1b18a9ce3a","disk_io_stat_write","2015-07-25 11:53:28","31.8115234375","viktor-laptop","","30f9eda56de6","","","G:"
"55b308386f829d1b18a9ce3b","disk_io_stat_write","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b308386f829d1b18a9ce3c","disk_io_stat_write","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b308386f829d1b18a9ce3d","net_bytes_in","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce3e","net_bytes_in","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce3f","net_bytes_in","2015-07-25 11:53:28","1.02738722398","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce40","net_bytes_in","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce41","net_bytes_in","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308386f829d1b18a9ce42","net_bytes_out","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce43","net_bytes_out","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce44","net_bytes_out","2015-07-25 11:53:28","2.81714659296","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce45","net_bytes_out","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce46","net_bytes_out","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308386f829d1b18a9ce47","net_bytes_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce48","net_bytes_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce49","net_bytes_in_cur","2015-07-25 11:53:28","1406581.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce4a","net_bytes_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce4b","net_bytes_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308386f829d1b18a9ce4c","net_bytes_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce4d","net_bytes_out_cur","2015-07-25 11:53:28","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce4e","net_bytes_out_cur","2015-07-25 11:53:28","510102.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce4f","net_bytes_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce50","net_bytes_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308386f829d1b18a9ce51","net_pkts_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce52","net_pkts_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce53","net_pkts_in_cur","2015-07-25 11:53:28","2432.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce54","net_pkts_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce55","net_pkts_in_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b308386f829d1b18a9ce56","net_pkts_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b308386f829d1b18a9ce57","net_pkts_out_cur","2015-07-25 11:53:28","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b308386f829d1b18a9ce58","net_pkts_out_cur","2015-07-25 11:53:28","4655.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b308386f829d1b18a9ce59","net_pkts_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b308386f829d1b18a9ce5a","net_pkts_out_cur","2015-07-25 11:53:28","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083a6f829d1b18a9ce5b","mem_SwapUsage","2015-07-25 11:53:30","0.0","viktor-laptop","Physical Memory 0","30f9eda56de6","","",""
"55b3083a6f829d1b18a9ce5c","mem_SwapFree","2015-07-25 11:53:30","1344.0","viktor-laptop","Physical Memory 0","30f9eda56de6","","",""
"55b3083c6f829d1b18a9ce5d","cpu_LoadPercentage","2015-07-25 11:53:32","1.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b3083c6f829d1b18a9ce5e","cpu_CurrentClockSpeed","2015-07-25 11:53:32","1600.0","viktor-laptop","","30f9eda56de6","CPU0","",""
"55b3083c6f829d1b18a9ce5f","mem_Free","2015-07-25 11:53:32","5549.86328125","viktor-laptop","Physical Memory 0","30f9eda56de6","","",""
"55b3083c6f829d1b18a9ce60","disk_FreeSpace","2015-07-25 11:53:32","56.42","viktor-laptop","","30f9eda56de6","C:","0",""
"55b3083c6f829d1b18a9ce61","disk_FreeSpace","2015-07-25 11:53:32","84.24","viktor-laptop","","30f9eda56de6","E:","1",""
"55b3083c6f829d1b18a9ce62","disk_FreeSpace","2015-07-25 11:53:32","50.05","viktor-laptop","","30f9eda56de6","F:","2",""
"55b3083c6f829d1b18a9ce63","disk_FreeSpace","2015-07-25 11:53:32","56.89","viktor-laptop","","30f9eda56de6","G:","3",""
"55b3083c6f829d1b18a9ce64","disk_Used","2015-07-25 11:53:32","85.82","viktor-laptop","","30f9eda56de6","C:","0",""
"55b3083c6f829d1b18a9ce65","disk_Used","2015-07-25 11:53:32","15.76","viktor-laptop","","30f9eda56de6","E:","1",""
"55b3083c6f829d1b18a9ce66","disk_Used","2015-07-25 11:53:32","89.95","viktor-laptop","","30f9eda56de6","F:","2",""
"55b3083c6f829d1b18a9ce67","disk_Used","2015-07-25 11:53:32","3.66","viktor-laptop","","30f9eda56de6","G:","3",""
"55b3083c6f829d1b18a9ce68","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","_Total"
"55b3083c6f829d1b18a9ce69","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","C:"
"55b3083c6f829d1b18a9ce6a","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b3083c6f829d1b18a9ce6b","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b3083c6f829d1b18a9ce6c","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","G:"
"55b3083c6f829d1b18a9ce6d","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b3083c6f829d1b18a9ce6e","disk_io_stat_read","2015-07-25 11:53:32","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b3083d6f829d1b18a9ce6f","disk_io_stat_write","2015-07-25 11:53:33","63.4990234375","viktor-laptop","","30f9eda56de6","","","_Total"
"55b3083d6f829d1b18a9ce70","disk_io_stat_write","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","C:"
"55b3083d6f829d1b18a9ce71","disk_io_stat_write","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","E:"
"55b3083d6f829d1b18a9ce72","disk_io_stat_write","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","F:"
"55b3083d6f829d1b18a9ce73","disk_io_stat_write","2015-07-25 11:53:33","63.4990234375","viktor-laptop","","30f9eda56de6","","","G:"
"55b3083d6f829d1b18a9ce74","disk_io_stat_write","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","H:"
"55b3083d6f829d1b18a9ce75","disk_io_stat_write","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","HarddiskVolume1"
"55b3083d6f829d1b18a9ce76","net_bytes_in","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce77","net_bytes_in","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce78","net_bytes_in","2015-07-25 11:53:33","0.857635854491","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce79","net_bytes_in","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce7a","net_bytes_in","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083d6f829d1b18a9ce7b","net_bytes_out","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce7c","net_bytes_out","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce7d","net_bytes_out","2015-07-25 11:53:33","1.40495416322","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce7e","net_bytes_out","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce7f","net_bytes_out","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083d6f829d1b18a9ce80","net_bytes_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce81","net_bytes_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce82","net_bytes_in_cur","2015-07-25 11:53:33","1407084.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce83","net_bytes_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce84","net_bytes_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083d6f829d1b18a9ce85","net_bytes_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce86","net_bytes_out_cur","2015-07-25 11:53:33","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce87","net_bytes_out_cur","2015-07-25 11:53:33","510938.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce88","net_bytes_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce89","net_bytes_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083d6f829d1b18a9ce8a","net_pkts_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce8b","net_pkts_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce8c","net_pkts_in_cur","2015-07-25 11:53:33","2437.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce8d","net_pkts_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce8e","net_pkts_in_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083d6f829d1b18a9ce8f","net_pkts_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","Realtek PCIe GBE Family Controller"
"55b3083d6f829d1b18a9ce90","net_pkts_out_cur","2015-07-25 11:53:33","312.0","viktor-laptop","","30f9eda56de6","","","VMware Virtual Ethernet Adapter for VMnet8"
"55b3083d6f829d1b18a9ce91","net_pkts_out_cur","2015-07-25 11:53:33","4666.0","viktor-laptop","","30f9eda56de6","","","BCM43142 Wireless Network Adapter"
"55b3083d6f829d1b18a9ce92","net_pkts_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{6BD95597-9BB0-4470-8109-764E6A4A94FD}"
"55b3083d6f829d1b18a9ce93","net_pkts_out_cur","2015-07-25 11:53:33","0.0","viktor-laptop","","30f9eda56de6","","","isatap.{30970117-E805-4F05-8914-4B2C0B1A0FC5}"
"55b3083e6f829d1b18a9ce94","cpu_LoadPercentage","2015-07-25 11:53:34","1.0","viktor-laptop","","30f9eda56de6","CPU0","",""
